"dex_number","name","jp_name","en_name","form_name","height","weight","type_1","type_2","body","catch_rate","specie","ability_1","ability_2","ability_hidden","ev_hp","ev_attack","ev_defence","ev_special_attack","ev_special_defence","ev_speed","exp_yield","exp_yield_gen_5","exp_lv_100","egg_group_1","egg_group_2","egg_cycle","hp","attack","defence","special_attack","special_defence","speed"
73,"毒刺水母","ドククラゲ","Tentacruel","","1.6","55.0","WATER","POISON","TENTACLE","60","水母","恒净之躯","污泥浆","雨盘",0,0,0,0,2,0,"205","180",1250000,"WATER_3","","20",80,70,65,120,120,100,"73#毒刺水母#"
74,"小拳石","イシツブテ","Geodude","小拳石","0.4","20.0","ROCK","GROUND","DUAL_HANDS","255","岩石","坚硬脑袋","结实","沙隐",0,0,1,0,0,0,"73","60",1059860,"MINERAL","","15",40,80,100,30,30,20,"74#小拳石#小拳石#"
74,"小拳石","イシツブテ","Geodude","阿罗拉小拳石","0.4","20.3","ROCK","ELECTRIC","DUAL_HANDS","255","岩石","磁力","结实","电气皮肤",0,0,1,0,0,0,"","",1059860,"MINERAL","","15",40,80,100,30,30,20,"74#小拳石#阿罗拉小拳石#"
75,"隆隆石","ゴローン","Graveler","隆隆石","1.0","105.0","ROCK","GROUND","HUMAN","120","岩石","坚硬脑袋","结实","沙隐",0,0,2,0,0,0,"134","137",1059860,"MINERAL","","15",55,95,115,45,45,35,"75#隆隆石#隆隆石#"
75,"隆隆石","ゴローン","Graveler","阿罗拉隆隆石","1.0","110.0","ROCK","ELECTRIC","HUMAN","120","岩石","磁力","结实","电气皮肤",0,0,2,0,0,0,"","",1059860,"MINERAL","","15",55,95,115,45,45,35,"75#隆隆石#阿罗拉隆隆石#"
76,"隆隆岩","ゴローニャ","Golem","隆隆岩","1.4","300.0","ROCK","GROUND","HUMAN","45","重量级","坚硬脑袋","结实","沙隐",0,0,3,0,0,0,"177","223",1059860,"MINERAL","","15",80,120,130,55,65,45,"76#隆隆岩#隆隆岩#"
76,"隆隆岩","ゴローニャ","Golem","阿罗拉隆隆岩","1.7","316.0","ROCK","ELECTRIC","HUMAN","45","重量级","磁力","结实","电气皮肤",0,0,3,0,0,0,"","",1059860,"MINERAL","","15",80,120,130,55,65,45,"76#隆隆岩#阿罗拉隆隆岩#"
77,"小火马","ポニータ","Ponyta","小火马","1.0","30.0","FIRE","","QUADRUPLE_FOOTS_MONSTER","190","火马","逃跑","引火","火焰之躯",0,0,0,0,0,1,"152","82",1000000,"FIELD","","20",50,85,55,65,65,90,"77#小火马#小火马#"
77,"小火马","ポニータ","Ponyta","伽勒尔小火马","0.8","24.0","PSYCHIC","","QUADRUPLE_FOOTS_MONSTER","190","一角","逃跑","粉彩护幕","危险预知",0,0,0,0,0,1,"152","",1000000,"FIELD","","20",50,85,55,65,65,90,"77#小火马#伽勒尔小火马#"
78,"烈焰马","ギャロップ","Rapidash","烈焰马","1.7","95.0","FIRE","","QUADRUPLE_FOOTS_MONSTER","60","火马","逃跑","引火","火焰之躯",0,0,0,0,0,2,"192","175",1000000,"FIELD","","20",65,100,70,80,80,105,"78#烈焰马#烈焰马#"
78,"烈焰马","ギャロップ","Rapidash","伽勒尔烈焰马","1.7","80.0","PSYCHIC","FAIRY","QUADRUPLE_FOOTS_MONSTER","60","一角","逃跑","粉彩护幕","危险预知",0,0,0,0,0,2,"192","",1000000,"FIELD","","20",65,100,70,80,80,105,"78#烈焰马#伽勒尔烈焰马#"
79,"呆呆兽","ヤドン","Slowpoke","呆呆兽","1.2","36.0","WATER","PSYCHIC","QUADRUPLE_FOOTS_MONSTER","190","憨憨","迟钝","我行我素","再生力",1,0,0,0,0,0,"99","63",1000000,"MONSTER","WATER_1","20",90,65,65,40,40,15,"79#呆呆兽#呆呆兽#"
79,"呆呆兽","ヤドン","Slowpoke","伽勒尔呆呆兽","1.2","36.0","PSYCHIC","","QUADRUPLE_FOOTS_MONSTER","190","憨憨","贪吃鬼","我行我素","再生力",1,0,0,0,0,0,"99","",1000000,"MONSTER","WATER_1","20",90,65,65,40,40,15,"79#呆呆兽#伽勒尔呆呆兽#"
80,"呆壳兽","ヤドラン","Slowbro","呆壳兽","1.6","78.5","WATER","PSYCHIC","DUAL_FOOTS_MONSTER","75","寄居蟹","迟钝","我行我素","再生力",0,0,2,0,0,0,"164","172",1000000,"MONSTER","WATER_1","20",95,75,110,80,80,30,"80#呆壳兽#呆壳兽#"
80,"呆壳兽","ヤドラン","Slowbro","超级呆壳兽","2.0","120.0","WATER","PSYCHIC","DUAL_HANDS","75","寄居蟹","硬壳盔甲","","",0,0,2,0,0,0,"","207",1000000,"MONSTER","WATER_1","20",95,75,180,130,80,30,"80#呆壳兽#超级呆壳兽#"
80,"呆壳兽","ヤドラン","Slowbro","伽勒尔呆壳兽","1.6","70.5","POISON","PSYCHIC","DUAL_FOOTS_MONSTER","75","寄居蟹","速击","我行我素","再生力",0,0,2,0,0,0,"164","",1000000,"MONSTER","WATER_1","20",95,100,95,100,70,30,"80#呆壳兽#伽勒尔呆壳兽#"
81,"小磁怪","コイル","Magnemite","","0.3","6.0","ELECTRIC","STEEL","DUAL_HANDS","190","磁铁","磁力","结实","分析",0,0,0,1,0,0,"89","65",1000000,"MINERAL","","20",25,35,70,95,55,45,"81#小磁怪#"
82,"三合一磁怪","レアコイル","Magneton","","1.0","60.0","ELECTRIC","STEEL","BUNDLE","60","磁铁","磁力","结实","分析",0,0,0,2,0,0,"161","163",1000000,"MINERAL","","20",50,60,95,120,70,70,"82#三合一磁怪#"
83,"大葱鸭","カモネギ","Farfetch'd","大葱鸭","0.8","15.0","NORMAL","FLYING","DUAL_WINGS","45","黄嘴鸭","锐利目光","精神力","不服输",0,1,0,0,0,0,"94","132",1000000,"FLYING","FIELD","20",52,90,55,58,62,60,"83#大葱鸭#大葱鸭#"
83,"大葱鸭","カモネギ","Farfetch'd","伽勒尔大葱鸭","0.8","42.0","FIGHT","","DUAL_WINGS","45","黄嘴鸭","不屈之心","","胆量",0,1,0,0,0,0,"94","",1000000,"FLYING","FIELD","20",52,95,55,58,62,55,"83#大葱鸭#伽勒尔大葱鸭#"
84,"嘟嘟","ドードー","Doduo","","1.4","39.2","NORMAL","FLYING","DUAL_LEGS","190","两头鸟","逃跑","早起","蹒跚",0,1,0,0,0,0,"96","62",1000000,"FLYING","","20",35,85,45,35,35,75,"84#嘟嘟#"
85,"嘟嘟利","ドードリオ","Dodrio","","1.8","85.2","NORMAL","FLYING","DUAL_LEGS","45","三头鸟","逃跑","早起","蹒跚",0,2,0,0,0,0,"158","165",1000000,"FLYING","","20",60,110,70,60,60,110,"85#嘟嘟利#"
86,"小海狮","パウワウ","Seel","","1.1","90.0","WATER","","FISH","190","海狮","厚脂肪","湿润之躯","冰冻之躯",0,0,0,0,1,0,"100","65",1000000,"WATER_1","FIELD","20",65,45,55,70,70,45,"86#小海狮#"
87,"白海狮","ジュゴン","Dewgong","","1.7","120.0","WATER","ICE","FISH","75","海狮","厚脂肪","湿润之躯","冰冻之躯",0,0,0,0,2,0,"176","166",1000000,"WATER_1","FIELD","20",90,70,80,95,95,70,"87#白海狮#"
88,"臭泥","ベトベター","Grimer","臭泥","0.9","30.0","POISON","","DUAL_HANDS","190","污泥","恶臭","黏着","毒手",1,0,0,0,0,0,"90","65",1000000,"AMORPHOUS","","20",80,80,50,40,50,25,"88#臭泥#臭泥#"
88,"臭泥","ベトベター","Grimer","阿罗拉臭泥","0.7","42.0","POISON","DARK","DUAL_HANDS","190","污泥","毒手","贪吃鬼","化学之力",1,0,0,0,0,0,"","",1000000,"AMORPHOUS","","20",80,80,50,40,50,25,"88#臭泥#阿罗拉臭泥#"
89,"臭臭泥","ベトベトン","Muk","臭臭泥","1.2","30.0","POISON","","DUAL_HANDS","75","污泥","恶臭","黏着","毒手",1,1,0,0,0,0,"157","175",1000000,"AMORPHOUS","","20",105,105,75,65,100,50,"89#臭臭泥#臭臭泥#"
89,"臭臭泥","ベトベトン","Muk","阿罗拉臭臭泥","1.0","52.0","POISON","DARK","DUAL_HANDS","75","污泥","毒手","贪吃鬼","化学之力",1,1,0,0,0,0,"","",1000000,"AMORPHOUS","","20",105,105,75,65,100,50,"89#臭臭泥#阿罗拉臭臭泥#"
90,"大舌贝","シェルダー","Shellder","","0.3","4.0","WATER","","BALL","190","双壳贝","硬壳盔甲","连续攻击","防尘",0,0,1,0,0,0,"97","61",1250000,"WATER_3","","20",30,65,100,45,25,40,"90#大舌贝#"
91,"刺甲贝","パルシェン","Cloyster","","1.5","132.5","WATER","ICE","BALL","60","双壳贝","硬壳盔甲","连续攻击","防尘",0,0,2,0,0,0,"203","184",1250000,"WATER_3","","20",50,95,180,85,45,70,"91#刺甲贝#"
92,"鬼斯","ゴース","Gastly","","1.3","0.1","GHOST","POISON","BALL","190","气体状","飘浮","","",0,0,0,1,0,0,"95","62",1059860,"AMORPHOUS","","20",30,35,30,100,35,80,"92#鬼斯#"
93,"鬼斯通","ゴースト","Haunter","","1.6","0.1","GHOST","POISON","DUAL_HANDS","90","气体状","飘浮","","",0,0,0,2,0,0,"126","142",1059860,"AMORPHOUS","","20",45,50,45,115,55,95,"93#鬼斯通#"
94,"耿鬼","ゲンガー","Gengar","耿鬼","1.5","40.5","GHOST","POISON","DUAL_FOOTS_MONSTER","45","影子","诅咒之躯","","",0,0,0,3,0,0,"190","225",1059860,"AMORPHOUS","","20",60,65,60,130,75,110,"94#耿鬼#耿鬼#"
94,"耿鬼","ゲンガー","Gengar","超级耿鬼","1.4","40.5","GHOST","POISON","DUAL_FOOTS_MONSTER","45","影子","踩影","","",0,0,0,3,0,0,"","270",1059860,"AMORPHOUS","","20",60,65,80,170,95,130,"94#耿鬼#超级耿鬼#"
94,"耿鬼","ゲンガー","Gengar","超极巨化的样子","20.0~??.?","???.?","GHOST","POISON","DUAL_FOOTS_MONSTER","45","影子","诅咒之躯","","",0,0,0,3,0,0,"190","",1059860,"AMORPHOUS","","20",60,65,60,130,75,110,"94#耿鬼#超极巨化的样子#"
95,"大岩蛇","イワーク","Onix","","8.8","210.0","ROCK","GROUND","SNAKE","45","岩蛇","坚硬脑袋","结实","碎裂铠甲",0,0,1,0,0,0,"108","77",1000000,"MINERAL","","25",35,45,160,30,45,70,"95#大岩蛇#"
96,"催眠貘","スリープ","Drowzee","","1.0","32.4","PSYCHIC","","HUMAN","190","催眠","不眠","预知梦","精神力",0,0,0,0,1,0,"102","66",1000000,"HUMAN_LIKE","","20",60,48,45,90,90,42,"96#催眠貘#"
97,"引梦貘人","スリーパー","Hypno","","1.6","75.6","PSYCHIC","","HUMAN","75","催眠","不眠","预知梦","精神力",0,0,0,0,2,0,"165","169",1000000,"HUMAN_LIKE","","20",85,73,70,115,115,67,"97#引梦貘人#"
98,"大钳蟹","クラブ","Krabby","","0.4","6.5","WATER","","BUG","225","清水蟹","怪力钳","硬壳盔甲","强行",0,1,0,0,0,0,"115","65",1000000,"WATER_3","","20",30,105,90,25,25,50,"98#大钳蟹#"
99,"巨钳蟹","キングラー","Kingler","巨钳蟹","1.3","60.0","WATER","","BUG","60","钳子","怪力钳","硬壳盔甲","强行",0,2,0,0,0,0,"206","166",1000000,"WATER_3","","20",55,130,115,50,50,75,"99#巨钳蟹#巨钳蟹#"
99,"巨钳蟹","キングラー","Kingler","超极巨化的样子","19.0~??.?","???.?","WATER","","BUG","60","钳子","怪力钳","硬壳盔甲","强行",0,2,0,0,0,0,"206","",1000000,"WATER_3","","20",55,130,115,50,50,75,"99#巨钳蟹#超极巨化的样子#"
100,"霹雳电球","ビリリダマ","Voltorb","霹雳电球","0.5","10.4","ELECTRIC","","BALL","190","球","隔音","静电","引爆",0,0,0,0,0,1,"103","66",1000000,"MINERAL","","20",40,30,50,55,55,100,"100#霹雳电球#霹雳电球#"
100,"霹雳电球","ビリリダマ","Voltorb","洗翠霹雳电球","0.5","13.0","ELECTRIC","GRASS","BALL","190","丸","隔音","静电","引爆",0,0,0,0,0,1,"103","",1000000,"MINERAL","","20",40,30,50,55,55,100,"100#霹雳电球#洗翠霹雳电球#"
101,"顽皮雷弹","マルマイン","Electrode","顽皮雷弹","1.2","66.6","ELECTRIC","","BALL","60","球","隔音","静电","引爆",0,0,0,0,0,2,"150","172",1000000,"MINERAL","","20",60,50,70,80,80,150,"101#顽皮雷弹#顽皮雷弹#"
101,"顽皮雷弹","マルマイン","Electrode","洗翠顽皮雷弹","1.2","71.0","ELECTRIC","GRASS","BALL","60","丸","隔音","静电","引爆",0,0,0,0,0,2,"150","",1000000,"MINERAL","","20",60,50,70,80,80,150,"101#顽皮雷弹#洗翠顽皮雷弹#"
102,"蛋蛋","タマタマ","Exeggcute","","0.4","2.5","GRASS","PSYCHIC","BUNDLE","90","蛋","叶绿素","","收获",0,0,1,0,0,0,"98","65",1250000,"GRASS","","20",60,40,80,60,45,40,"102#蛋蛋#"
103,"椰蛋树","ナッシー","Exeggutor","椰蛋树","2.0","120.0","GRASS","PSYCHIC","DUAL_LEGS","45","椰子","叶绿素","","收获",0,0,0,2,0,0,"212","186",1250000,"GRASS","","20",95,95,85,125,75,55,"103#椰蛋树#椰蛋树#"
103,"椰蛋树","ナッシー","Exeggutor","阿罗拉椰蛋树","10.9","415.6","GRASS","DRAGON","DUAL_LEGS","45","椰子","察觉","","收获",0,0,0,2,0,0,"","",1250000,"GRASS","","20",95,105,85,125,75,45,"103#椰蛋树#阿罗拉椰蛋树#"
104,"卡拉卡拉","カラカラ","Cubone","","0.4","6.5","GROUND","","DUAL_FOOTS_MONSTER","190","孤独","坚硬脑袋","避雷针","战斗盔甲",0,0,1,0,0,0,"87","64",1000000,"MONSTER","","20",50,50,95,40,50,35,"104#卡拉卡拉#"
105,"嘎啦嘎啦","ガラガラ","Marowak","嘎啦嘎啦","1.0","45.0","GROUND","","DUAL_FOOTS_MONSTER","75","爱骨","坚硬脑袋","避雷针","战斗盔甲",0,0,2,0,0,0,"124","149",1000000,"MONSTER","","20",60,80,110,50,80,45,"105#嘎啦嘎啦#嘎啦嘎啦#"
105,"嘎啦嘎啦","ガラガラ","Marowak","阿罗拉嘎啦嘎啦","1.0","34.0","FIRE","GHOST","DUAL_FOOTS_MONSTER","75","爱骨","诅咒之躯","避雷针","坚硬脑袋",0,0,2,0,0,0,"","",1000000,"MONSTER","","20",60,80,110,50,80,45,"105#嘎啦嘎啦#阿罗拉嘎啦嘎啦#"
106,"飞腿郎","サワムラー","Hitmonlee","","1.5","49.8","FIGHT","","HUMAN","45","踢腿","柔软","舍身","轻装",0,2,0,0,0,0,"139","159",1000000,"HUMAN_LIKE","","25",50,120,53,35,110,87,"106#飞腿郎#"
107,"快拳郎","エビワラー","Hitmonchan","","1.4","50.2","FIGHT","","HUMAN","45","拳击","锐利目光","铁拳","精神力",0,0,0,0,2,0,"140","159",1000000,"HUMAN_LIKE","","25",50,105,79,35,110,76,"107#快拳郎#"
108,"大舌头","ベロリンガ","Lickitung","","1.2","65.5","NORMAL","","DUAL_FOOTS_MONSTER","45","舔舔","我行我素","迟钝","无关天气",2,0,0,0,0,0,"127","77",1000000,"MONSTER","","20",90,55,75,60,75,30,"108#大舌头#"
109,"瓦斯弹","ドガース","Koffing","","0.6","1.0","POISON","","BALL","190","毒气","飘浮","化学变化气体","恶臭",0,0,1,0,0,0,"114","68",1000000,"AMORPHOUS","","20",40,65,95,60,45,35,"109#瓦斯弹#"
110,"双弹瓦斯","マタドガス","Weezing","双弹瓦斯","1.2","9.5","POISON","","BUNDLE","60","毒气","飘浮","化学变化气体","恶臭",0,0,2,0,0,0,"173","172",1000000,"AMORPHOUS","","20",65,90,120,85,70,60,"110#双弹瓦斯#双弹瓦斯#"
110,"双弹瓦斯","マタドガス","Weezing","伽勒尔双弹瓦斯","3.0","16.0","POISON","FAIRY","BUNDLE","60","毒气","飘浮","化学变化气体","薄雾制造者",0,0,2,0,0,0,"173","",1000000,"AMORPHOUS","","20",65,90,120,85,70,60,"110#双弹瓦斯#伽勒尔双弹瓦斯#"
111,"独角犀牛","サイホーン","Rhyhorn","","1.0","115.0","GROUND","ROCK","QUADRUPLE_FOOTS_MONSTER","120","尖尖","避雷针","坚硬脑袋","舍身",0,0,1,0,0,0,"135","69",1250000,"MONSTER","FIELD","20",80,85,95,30,30,25,"111#独角犀牛#"
112,"钻角犀兽","サイドン","Rhydon","","1.9","120.0","GROUND","ROCK","DUAL_FOOTS_MONSTER","60","钻锥","避雷针","坚硬脑袋","舍身",0,2,0,0,0,0,"204","170",1250000,"MONSTER","FIELD","20",105,130,120,45,45,40,"112#钻角犀兽#"
113,"吉利蛋","ラッキー","Chansey","","1.1","34.6","NORMAL","","DUAL_FOOTS_MONSTER","30","蛋","自然回复","天恩","治愈之心",2,0,0,0,0,0,"255","395",800000,"FAIRY","","40",250,5,5,105,105,50,"113#吉利蛋#"
114,"蔓藤怪","モンジャラ","Tangela","","1.0","35.0","GRASS","","DUAL_LEGS","45","藤蔓状","叶绿素","叶子防守","再生力",0,0,1,0,0,0,"166","87",1000000,"GRASS","","20",65,55,115,100,40,60,"114#蔓藤怪#"
115,"袋兽","ガルーラ","Kangaskhan","袋兽","2.2","80.0","NORMAL","","DUAL_FOOTS_MONSTER","45","亲子","早起","胆量","精神力",2,0,0,0,0,0,"175","172",1000000,"MONSTER","","20",105,95,80,40,80,90,"115#袋兽#袋兽#"
115,"袋兽","ガルーラ","Kangaskhan","超级袋兽","2.2","100.0","NORMAL","","DUAL_FOOTS_MONSTER","45","亲子","亲子爱","","",2,0,0,0,0,0,"","207",1000000,"MONSTER","","20",105,125,100,60,100,100,"115#袋兽#超级袋兽#"
116,"墨海马","タッツー","Horsea","","0.4","8.0","WATER","","PILLAR","225","龙","悠游自如","狙击手","湿气",0,0,0,1,0,0,"83","59",1000000,"WATER_1","DRAGON","20",30,40,70,70,25,60,"116#墨海马#"
117,"海刺龙","シードラ","Seadra","","1.2","25.0","WATER","","PILLAR","75","龙","毒刺","狙击手","湿气",0,0,1,1,0,0,"155","154",1000000,"WATER_1","DRAGON","20",55,65,95,95,45,85,"117#海刺龙#"
118,"角金鱼","トサキント","Goldeen","","0.6","15.0","WATER","","FISH","225","金鱼","悠游自如","水幕","避雷针",0,1,0,0,0,0,"111","64",1000000,"WATER_2","","20",45,67,60,50,50,63,"118#角金鱼#"
119,"金鱼王","アズマオウ","Seaking","","1.3","39.0","WATER","","FISH","60","金鱼","悠游自如","水幕","避雷针",0,2,0,0,0,0,"170","158",1000000,"WATER_2","","20",80,92,65,80,80,68,"119#金鱼王#"
120,"海星星","ヒトデマン","Staryu","","0.8","34.5","WATER","","PILLAR","225","星形","发光","自然回复","分析",0,0,0,0,0,1,"106","68",1250000,"WATER_3","","20",30,45,55,70,55,85,"120#海星星#"
121,"宝石海星","スターミー","Starmie","","1.1","80.0","WATER","PSYCHIC","PILLAR","60","谜","发光","自然回复","分析",0,0,0,0,0,2,"207","182",1250000,"WATER_3","","20",60,75,85,100,85,115,"121#宝石海星#"
122,"魔墙人偶","バリヤード","Mr. Mime","魔墙人偶","1.3","54.5","PSYCHIC","FAIRY","HUMAN","45","屏障","隔音","过滤","技术高手",0,0,0,0,2,0,"136","161",1000000,"HUMAN_LIKE","","25",40,45,65,100,120,90,"122#魔墙人偶#魔墙人偶#"
122,"魔墙人偶","バリヤード","Mr. Mime","伽勒尔魔墙人偶","1.4","56.8","ICE","PSYCHIC","HUMAN","???","舞蹈","干劲","除障","冰冻之躯",0,0,0,0,0,2,"???","???",1000000,"HUMAN_LIKE","","25",50,65,65,90,90,100,"122#魔墙人偶#伽勒尔魔墙人偶#"
123,"飞天螳螂","ストライク","Scyther","","1.5","56.0","BUG","FLYING","MULTI_WINGS","45","螳螂","虫之预感","技术高手","不屈之心",0,1,0,0,0,0,"187","100",1000000,"BUG","","25",70,110,80,55,80,105,"123#飞天螳螂#"
124,"迷唇姐","ルージュラ","Jynx","","1.4","40.6","ICE","PSYCHIC","HUMAN","45","人形","迟钝","预知梦","干燥皮肤",0,0,0,2,0,0,"137","159",1000000,"HUMAN_LIKE","","25",65,50,35,95,95,95,"124#迷唇姐#"
125,"电击兽","エレブー","Electabuzz","","1.1","30.0","ELECTRIC","","DUAL_FOOTS_MONSTER","45","电击","静电","","干劲",0,0,0,0,0,2,"156","172",1000000,"HUMAN_LIKE","","25",65,83,57,85,85,105,"125#电击兽#"
126,"鸭嘴火兽","ブーバー","Magmar","","1.3","44.5","FIRE","","DUAL_FOOTS_MONSTER","45","吐火","火焰之躯","","干劲",0,0,0,2,0,0,"167","173",1000000,"HUMAN_LIKE","","25",65,95,57,85,85,93,"126#鸭嘴火兽#"
127,"凯罗斯","カイロス","Pinsir","凯罗斯","1.5","55.0","BUG","","HUMAN","45","锹形虫","怪力钳","破格","自信过度",0,2,0,0,0,0,"200","175",1250000,"BUG","","25",65,125,100,55,70,85,"127#凯罗斯#凯罗斯#"
127,"凯罗斯","カイロス","Pinsir","超级凯罗斯","1.7","59.0","BUG","FLYING","MULTI_WINGS","45","锹形虫","飞行皮肤","","",0,2,0,0,0,0,"","210",1250000,"BUG","","25",65,155,120,65,90,105,"127#凯罗斯#超级凯罗斯#"
128,"肯泰罗","ケンタロス","Tauros","","1.4","88.4","NORMAL","","QUADRUPLE_FOOTS_MONSTER","45","暴牛","威吓","愤怒穴位","强行",0,1,0,0,0,1,"211","172",1250000,"FIELD","","20",75,100,95,70,70,110,"128#肯泰罗#"
129,"鲤鱼王","コイキング","Magikarp","","0.9","10.0","WATER","","FISH","255","鱼","悠游自如","","胆怯",0,0,0,0,0,1,"20","40",1250000,"WATER_2","DRAGON","5",20,10,55,20,20,80,"129#鲤鱼王#"
130,"暴鲤龙","ギャラドス","Gyarados","暴鲤龙","6.5","235.0","WATER","FLYING","SNAKE","45","凶恶","威吓","","自信过度",0,2,0,0,0,0,"214","189",1250000,"WATER_2","DRAGON","5",95,125,79,100,100,81,"130#暴鲤龙#暴鲤龙#"
130,"暴鲤龙","ギャラドス","Gyarados","超级暴鲤龙","6.5","305.0","WATER","DARK","SNAKE","45","凶恶","破格","","",0,2,0,0,0,0,"","224",1250000,"WATER_2","DRAGON","5",95,155,109,70,130,81,"130#暴鲤龙#超级暴鲤龙#"
131,"拉普拉斯","ラプラス","Lapras","拉普拉斯","2.5","220.0","WATER","ICE","FISH","45","乘载","储水","硬壳盔甲","湿润之躯",2,0,0,0,0,0,"219","187",1250000,"MONSTER","WATER_1","40",130,85,80,95,95,60,"131#拉普拉斯#拉普拉斯#"
131,"拉普拉斯","ラプラス","Lapras","超极巨化的样子","24.0~??.?","???.?","WATER","ICE","FISH","45","乘载","储水","硬壳盔甲","湿润之躯",2,0,0,0,0,0,"219","",1250000,"MONSTER","WATER_1","40",130,85,80,95,95,60,"131#拉普拉斯#超极巨化的样子#"
132,"百变怪","メタモン","Ditto","","0.3","4.0","NORMAL","","BALL","35","变身","柔软","","变身者",1,0,0,0,0,0,"61","101",1000000,"DITTO","","20",48,48,48,48,48,48,"132#百变怪#"
133,"伊布","イーブイ","Eevee","伊布","0.3","6.5","NORMAL","","QUADRUPLE_FOOTS_MONSTER","45","进化","逃跑","适应力","危险预知",0,0,0,0,1,0,"92","65",1000000,"FIELD","","35",55,55,50,65,65,55,"133#伊布#伊布#"
133,"伊布","イーブイ","Eevee","超极巨化的样子","18.0~??.?","???.?","NORMAL","","QUADRUPLE_FOOTS_MONSTER","45","进化","逃跑","适应力","危险预知",0,0,0,0,1,0,"92","",1000000,"FIELD","","35",55,55,50,65,65,55,"133#伊布#超极巨化的样子#"
134,"水伊布","シャワーズ","Vaporeon","","1.0","29.0","WATER","","QUADRUPLE_FOOTS_MONSTER","45","吐泡","储水","","湿润之躯",2,0,0,0,0,0,"196","184",1000000,"FIELD","","35",130,65,60,110,95,65,"134#水伊布#"
135,"雷伊布","サンダース","Jolteon","","0.8","24.5","ELECTRIC","","QUADRUPLE_FOOTS_MONSTER","45","雷","蓄电","","飞毛腿",0,0,0,0,0,2,"197","184",1000000,"FIELD","","35",65,65,60,110,95,130,"135#雷伊布#"
136,"火伊布","ブースター","Flareon","","0.9","25.0","FIRE","","QUADRUPLE_FOOTS_MONSTER","45","火","引火","","毅力",0,2,0,0,0,0,"198","184",1000000,"FIELD","","35",65,130,60,110,110,65,"136#火伊布#"
137,"多边兽","ポリゴン","Porygon","","0.8","36.5","NORMAL","","DUAL_LEGS","45","虚拟","复制","下载","分析",0,0,0,1,0,0,"130","79",1000000,"MINERAL","","20",65,60,70,75,75,40,"137#多边兽#"
138,"菊石兽","オムナイト","Omanyte","","0.4","7.5","ROCK","WATER","TENTACLE","45","漩涡","悠游自如","硬壳盔甲","碎裂铠甲",0,0,1,0,0,0,"99","71",1000000,"WATER_1","WATER_3","30",35,40,100,90,55,35,"138#菊石兽#"
139,"多刺菊石兽","オムスター","Omastar","","1.0","35.0","ROCK","WATER","TENTACLE","45","漩涡","悠游自如","硬壳盔甲","碎裂铠甲",0,0,2,0,0,0,"199","173",1000000,"WATER_1","WATER_3","30",70,60,125,115,70,55,"139#多刺菊石兽#"
